Grade,Dno,Dname,Sno,Sname,Stcount,Passpc
5,46,OKALOOSA,571,JAMES E PLEW ELEMENTARY SCHOOL,111,78
5,46,OKALOOSA,621,KENWOOD ELEMENTARY SCHOOL,99,72
5,46,OKALOOSA,631,FLOROSA ELEMENTARY SCHOOL,73,56
5,46,OKALOOSA,671,ADDIE R. LEWIS SCHOOL,94,62
5,46,OKALOOSA,681,LONGWOOD ELEMENTARY SCHOOL,78,55
5,46,OKALOOSA,701,CHOICE HIGH SCHOOL AND TECHNICAL CE,4,-1
5,46,OKALOOSA,731,WALKER ELEMENTARY SCHOOL,88,60
5,46,OKALOOSA,741,BLUEWATER ELEMENTARY SCHOOL,143,83
5,46,OKALOOSA,751,ANTIOCH ELEMENTARY SCHOOL,113,68
5,46,OKALOOSA,771,DESTIN MIDDLE SCHOOL,156,62
5,46,OKALOOSA,791,EMERALD COAST CAREER INSTITUTE N,8,-1
5,46,OKALOOSA,7001,OKALOOSA VIRTUAL INSTRUCTION PROGRA,2,-1
5,46,OKALOOSA,7023,OKALOOSA ONLINE NON FRANCHISED,4,-1
5,46,OKALOOSA,9807,LIZA JACKSON PREPARATORY SCHOOL,84,87
5,46,OKALOOSA,9818,NORTHWEST FLORIDA BALLET ACADEMIE,21,67
5,47,OKEECHOBEE,113,OKEECHOBEE ACHIEVEMENT ACADEMY,3,-1
5,47,OKEECHOBEE,161,NORTH ELEMENTARY SCHOOL,83,61
5,47,OKEECHOBEE,171,EVERGLADES ELEMENTARY SCHOOL,88,35
5,47,OKEECHOBEE,181,SEMINOLE ELEMENTARY SCHOOL,86,28
5,47,OKEECHOBEE,201,OSCEOLA MIDDLE SCHOOL,159,39
5,48,ORANGE,11,HOSPITAL HOMEBOUND,1,-1
5,48,ORANGE,53,PASSPORT CHARTER,22,36
5,48,ORANGE,55,PRINCETON HOUSE CHARTER,5,-1
5,48,ORANGE,56,LAKE EOLA CHARTER,30,83
5,48,ORANGE,61,HOPE CHARTER,48,50
5,48,ORANGE,62,NAP FORD COMMUNITY CHARTER,14,29
5,48,ORANGE,72,OAKLAND AVENUE CHARTER,84,87
5,48,ORANGE,90,UCP EAST CHARTER,22,59
5,48,ORANGE,133,CORNERSTONE ACADEMY CHARTER,95,62
5,48,ORANGE,141,LAKEVILLE ELEMENTARY,148,38
5,48,ORANGE,142,CHEROKEE,9,-1
5,48,ORANGE,155,PINECREST PREPARATORY CHARTER,21,48
5,48,ORANGE,156,CYPRESS SPRINGS ELEMENTARY,119,70
5,48,ORANGE,181,FERN CREEK ELEMENTARY,50,28
5,48,ORANGE,185,RENAISSANCE CHTR SCH AT CHICKASAW,92,38
5,48,ORANGE,200,ORLANDO SCIENCE ELEMENTARY CHARTER,44,86
5,48,ORANGE,201,HILLCREST ELEMENTARY,52,81
5,48,ORANGE,203,PINECREST CREEK CHARTER,20,50
5,48,ORANGE,204,RENAISSANCE CHART SCH AT HUNTERS,72,42
5,48,ORANGE,211,KALEY ELEMENTARY,37,32
5,48,ORANGE,212,OAKSHIRE ELEMENTARY,102,57
5,48,ORANGE,213,LAWTON CHILES ELEMENTARY,116,42
5,48,ORANGE,214,ENDEAVOR ELEMENTARY,94,73
5,48,ORANGE,215,THREE POINTS ELEMENTARY,88,61
5,48,ORANGE,216,CITRUS ELEMENTARY,121,50
5,48,ORANGE,217,CAMELOT ELEMENTARY,88,65
5,48,ORANGE,221,LAKE COMO ELEMENTARY,44,43
5,48,ORANGE,222,AVALON ELEMENTARY,165,87
5,48,ORANGE,231,PINELOCH ELEMENTARY,113,30
5,48,ORANGE,232,WEST CREEK ELEMENTARY,118,81
5,48,ORANGE,235,THORNEBROOKE ELEMENTARY,133,77
5,48,ORANGE,236,EAGLES NEST ELEMENTARY,103,31
5,48,ORANGE,241,LAKE GEM ELEMENTARY,124,35
5,48,ORANGE,251,PRINCETON ELEMENTARY,69,86
5,48,ORANGE,253,WEST OAKS ELEMENTARY,92,51
5,48,ORANGE,259,EAST LAKE ELEMENTARY,89,72
5,48,ORANGE,261,RIVERDALE ELEMENTARY,99,39
5,48,ORANGE,271,ORLO VISTA ELEMENTARY,78,24
5,48,ORANGE,301,LAKE GEORGE ELEMENTARY,95,62
5,48,ORANGE,311,KILLARNEY ELEMENTARY,68,41
5,48,ORANGE,321,ANDOVER ELEMENTARY,127,72
5,48,ORANGE,322,WHISPERING OAK ELEMENTARY SCHOOL,108,93
5,48,ORANGE,361,TILDENVILLE ELEMENTARY,73,67
5,48,ORANGE,401,PINEWOOD ELEMENTARY,103,34
5,48,ORANGE,411,PINE CASTLE ELEMENTARY,37,57
5,48,ORANGE,421,LOCKHART ELEMENTARY,67,33
5,48,ORANGE,431,UNION PARK ELEMENTARY,92,36
5,48,ORANGE,441,DEVEREUX TREATMENT PROGRAM,1,-1
5,48,ORANGE,461,ZELLWOOD ELEMENTARY,80,48
5,48,ORANGE,511,DILLARD STREET ELEMENTARY,117,40
5,48,ORANGE,521,LAKE SILVER ELEMENTARY,79,29
5,48,ORANGE,531,AUDUBON PARK ELEMENTARY,184,81
5,48,ORANGE,541,DREAM LAKE ELEMENTARY,136,46
5,48,ORANGE,551,CONWAY ELEMENTARY,78,56
5,48,ORANGE,561,LAKEMONT ELEMENTARY,121,71
5,48,ORANGE,611,AZALEA PARK ELEMENTARY,89,58
5,48,ORANGE,621,PINE HILLS ELEMENTARY,114,34
5,48,ORANGE,631,BLANKNER K-8,103,83
5,48,ORANGE,641,ROCK LAKE ELEMENTARY,36,44
5,48,ORANGE,651,LAKE WESTON ELEMENTARY,95,29
5,48,ORANGE,681,ENGELWOOD ELEMENTARY,70,41
5,48,ORANGE,701,CATALINA ELEMENTARY,78,26
5,48,ORANGE,711,CHENEY ELEMENTARY,70,53
5,48,ORANGE,741,CYPRESS PARK ELEMENTARY,45,47
5,48,ORANGE,751,BROOKSHIRE ELEMENTARY,97,72
5,48,ORANGE,764,EXCEL HIGH,2,-1
5,48,ORANGE,771,NORTHLAKE PARK COMMUNITY ELEMENTARY,175,68
5,48,ORANGE,781,DOVER SHORES ELEMENTARY,112,46
5,48,ORANGE,791,MOLLIE RAY ELEMENTARY,76,22
5,48,ORANGE,801,DURRANCE ELEMENTARY,53,55
5,48,ORANGE,811,TANGELO PARK ELEMENTARY,58,45
5,48,ORANGE,821,LOVELL ELEMENTARY,97,42
5,48,ORANGE,831,CHICKASAW ELEMENTARY,126,42
5,48,ORANGE,841,SPRING LAKE ELEMENTARY,67,76
5,48,ORANGE,851,LANCASTER ELEMENTARY,124,35
5,48,ORANGE,861,ROLLING HILLS ELEMENTARY,96,38
5,48,ORANGE,871,BONNEVILLE ELEMENTARY,98,64
5,48,ORANGE,881,HIAWASSEE ELEMENTARY,121,39
5,48,ORANGE,891,MICHAEL MCCOY ELEMENTARY,122,48
5,48,ORANGE,901,PERSHING ELEMENTARY,51,57
5,48,ORANGE,941,CLARCONA ELEMENTARY,169,53
5,48,ORANGE,961,PALM LAKE ELEMENTARY,99,81
5,48,ORANGE,971,VENTURA ELEMENTARY,99,31
5,48,ORANGE,981,ARBOR RIDGE K-8,74,65
5,48,ORANGE,991,CLAY SPRINGS ELEMENTARY,120,33
5,48,ORANGE,1011,ROCK SPRINGS ELEMENTARY,129,57
5,48,ORANGE,1021,METROWEST ELEMENTARY,246,57
5,48,ORANGE,1041,MEADOW WOODS ELEMENTARY,97,38
5,48,ORANGE,1051,WATERBRIDGE ELEMENTARY,167,60
5,48,ORANGE,1061,WINDY RIDGE K-8,143,66
5,48,ORANGE,1071,BAY MEADOWS ELEMENTARY,95,80
5,48,ORANGE,1081,JOHN YOUNG ELEMENTARY,119,64
5,48,ORANGE,1091,WATERFORD ELEMENTARY,106,68
5,48,ORANGE,1141,LITTLE RIVER ELEMENTARY,55,45
5,48,ORANGE,1171,WINEGARD ELEMENTARY,110,59
5,48,ORANGE,1181,DOMMERICH ELEMENTARY,105,83
5,48,ORANGE,1191,HUNTERS CREEK ELEMENTARY,144,67
5,48,ORANGE,1221,LAKE SYBELIA ELEMENTARY,89,62
5,48,ORANGE,1231,WINDERMERE ELEMENTARY,146,85
5,48,ORANGE,1251,RIVERSIDE ELEMENTARY,91,47
5,48,ORANGE,1261,SADLER ELEMENTARY,99,35
5,48,ORANGE,1271,ROSEMONT ELEMENTARY,124,42
5,48,ORANGE,1282,APOPKA ELEMENTARY,107,50
5,48,ORANGE,1321,WILLIAM S MAXEY ELEMENTARY,50,46
5,48,ORANGE,1331,ORANGE CENTER ELEMENTARY,31,45
5,48,ORANGE,1341,SOUTHWOOD ELEMENTARY,117,62
5,48,ORANGE,1351,HUNGERFORD ELEMENTARY,40,35
5,48,ORANGE,1361,PHYLLIS WHEATLEY ELEMENTARY,51,37
5,48,ORANGE,1371,SUNRISE ELEMENTARY,100,68
5,48,ORANGE,1401,ALOMA ELEMENTARY,84,58
5,48,ORANGE,1421,IVEY LANE ELEMENTARY,51,27
5,48,ORANGE,1431,RIDGEWOOD PARK ELEMENTARY,107,36
5,48,ORANGE,1441,SHENANDOAH ELEMENTARY,86,77
5,48,ORANGE,1451,COLUMBIA ELEMENTARY,180,75
5,48,ORANGE,1461,HIDDEN OAKS ELEMENTARY,94,61
5,48,ORANGE,1491,PALMETTO ELEMENTARY,143,45
5,48,ORANGE,1501,OAK HILL ELEMENTARY,85,44
5,48,ORANGE,1531,OCOEE ELEMENTARY,153,46
5,48,ORANGE,1541,PINAR ELEMENTARY,85,45
5,48,ORANGE,1553,MILLENNIA ELEMENTARY,155,52
5,48,ORANGE,1562,WESTBROOKE ELEMENTARY,112,68
5,48,ORANGE,1571,LAKE WHITNEY ELEMENTARY,108,82
5,48,ORANGE,1582,MOSS PARK ELEMENTARY,211,70
5,48,ORANGE,1591,DR. PHILLIPS ELEMENTARY,96,86
5,48,ORANGE,1601,DEERWOOD ELEMENTARY,85,74
5,48,ORANGE,1611,WILLIAM FRANGUS ELEMENTARY,85,55
5,48,ORANGE,1612,CASTLE CREEK ELEMENTARY,122,61
5,48,ORANGE,1621,SHINGLE CREEK ELEMENTARY,172,30
5,48,ORANGE,1731,SAND LAKE ELEMENTARY,89,73
5,48,ORANGE,1741,WYNDHAM LAKES ELEMENTARY,167,63
5,48,ORANGE,1751,WOLF LAKE ELEMENTARY,183,72
5,48,ORANGE,1752,VISTA LAKES ELEMENTARY,121,66
5,48,ORANGE,1771,STONE LAKES ELEMENTARY,154,89
5,48,ORANGE,1776,SUNSET PARK ELEMENTARY,183,68
5,48,ORANGE,1791,KEENES CROSSING ELEMENTARY,156,83
5,48,ORANGE,1821,SUNRIDGE ELEMENTARY,118,64
5,48,ORANGE,1831,SUN BLAZE ELEMENTARY,109,66
5,48,ORANGE,1941,WETHERBEE ELEMENTARY,107,57
5,48,ORANGE,1971,FORSYTH WOODS ELEMENTARY,100,45
5,48,ORANGE,1991,TIMBER LAKES ELEMENTARY,132,77
5,48,ORANGE,5841,ECCLESTON ELEMENTARY,109,46
5,48,ORANGE,5861,WASHINGTON SHORES ELEMENTARY,65,22
5,48,ORANGE,7001,ORANGE COUNTY VIRTUAL INSTRUCTION P,17,59
5,48,ORANGE,7023,OCVS DIGITAL ACADEMY,13,62
5,49,OSCEOLA,11,HARMONY COMMUNITY SCHOOL,129,63
5,49,OSCEOLA,42,KISSIMMEE ELEMENTARY SCHOOL,131,37
5,49,OSCEOLA,43,NARCOOSSEE ELEMENTARY SCHOOL,130,64
5,49,OSCEOLA,61,CENTRAL AVENUE ELEMENTARY SCHOOL,120,47
5,49,OSCEOLA,71,HIGHLANDS ELEMENTARY SCHOOL,135,45
5,49,OSCEOLA,101,THACKER AVENUE ELEM SCHOOL INTERNAT,117,40
5,49,OSCEOLA,111,ST. CLOUD ELEMENTARY SCHOOL,146,63
5,49,OSCEOLA,149,RENAISSANCE CHARTER SCHOOL AT POINC,76,43
5,49,OSCEOLA,153,FLORIDA VIRTUAL ACADEMY AT OSCEOLA,11,45
5,49,OSCEOLA,271,MICHIGAN AVENUE ELEMENTARY SCHOOL,116,56
5,49,OSCEOLA,300,KOA ELEMENTARY,124,38
5,49,OSCEOLA,301,REEDY CREEK ELEMENTARY SCHOOL,141,43
5,49,OSCEOLA,302,WESTSIDE K-8 SCHOOL,133,46
5,49,OSCEOLA,321,VENTURA ELEMENTARY SCHOOL,126,41
5,49,OSCEOLA,401,BOGGY CREEK ELEMENTARY SCHOOL,117,44
5,49,OSCEOLA,501,HICKORY TREE ELEMENTARY SCHOOL,102,48
5,49,OSCEOLA,701,MILL CREEK ELEMENTARY SCHOOL,139,54
5,49,OSCEOLA,711,CELEBRATION SCHOOL,148,86
5,49,OSCEOLA,801,LAKEVIEW ELEMENTARY SCHOOL,86,66
5,49,OSCEOLA,811,PLEASANT HILL ELEMENTARY SCHOOL,148,67
5,49,OSCEOLA,831,DEERWOOD ELEMENTARY SCHOOL,117,56
5,49,OSCEOLA,851,CYPRESS ELEMENTARY SCHOOL,104,39
5,49,OSCEOLA,863,FOUR CORNERS CHARTER SCHOOL,113,65
5,49,OSCEOLA,866,KISSIMMEE CHARTER ACADEMY,87,39
5,49,OSCEOLA,881,P. M. WELLS CHARTER ACADEMY,90,39
5,49,OSCEOLA,901,POINCIANA ACADEMY OF FINE ARTS,111,47
5,49,OSCEOLA,904,PARTIN SETTLEMENT ELEM. SCHOOL,143,57
5,49,OSCEOLA,916,CANOE CREEK CHARTER ACADEMY,48,58
5,49,OSCEOLA,931,FLORA RIDGE ELEMENTARY SCHOOL,142,44
5,49,OSCEOLA,932,BELLALAGO ACADEMY,172,55
5,49,OSCEOLA,933,NEPTUNE ELEMENTARY SCHOOL,142,46
5,49,OSCEOLA,957,CHESTNUT ELEM SCHOOL SCIENCE AND EN,111,52
5,49,OSCEOLA,958,SUNRISE ELEMENTARY SCHOOL,141,53
5,49,OSCEOLA,961,EAST LAKE ELEMENTARY SCHOOL,148,65
5,49,OSCEOLA,7001,OSCEOLA VIRTUAL INSTRUCTION PROGRAM,8,-1
5,49,OSCEOLA,9036,NEW BEGINNINGS EDUCATION CENTER,12,-1
5,50,PALM BEACH,11,HIDDEN OAKS ELEMENTARY SCHOOL,127,56
5,50,PALM BEACH,12,HOPE-CENTENNIAL ELEMENTARY SCHOOL,90,42
5,50,PALM BEACH,31,WATERS EDGE ELEMENTARY SCHOOL,166,84
5,50,PALM BEACH,51,PINE JOG ELEMENTARY SCHOOL,133,59
5,50,PALM BEACH,54,BOCA RATON CHARTER SCHOOL,16,63
5,50,PALM BEACH,61,EVERGLADES ELEMENTARY,122,56
5,50,PALM BEACH,71,JUPITER ELEMENTARY SCHOOL,112,43
5,50,PALM BEACH,101,ALLAMANDA ELEMENTARY SCHOOL,93,48
5,50,PALM BEACH,111,PALM BEACH GARDENS ELEMENTARY,105,60
5,50,PALM BEACH,131,NORTH PALM BEACH ELEM. SCHOOL,61,59
5,50,PALM BEACH,141,LAKE PARK ELEMENTARY SCHOOL,49,57
5,50,PALM BEACH,191,WASHINGTON ELEM MAGNET SCHOOL,63,49
5,50,PALM BEACH,211,LINCOLN ELEMENTARY SCHOOL,72,35
5,50,PALM BEACH,271,NORTHMORE ELEMENTARY SCHOOL,65,29
5,50,PALM BEACH,281,SUNSET PALMS ELEMENTARY SCHOOL,158,72
5,50,PALM BEACH,291,NORTHBORO ELEMENTARY SCHOOL,93,44
5,50,PALM BEACH,341,ROOSEVELT ELEMENTARY SCHOOL,61,33
5,50,PALM BEACH,351,WESTWARD ELEMENTARY SCHOOL,109,28
5,50,PALM BEACH,361,U. B. KINSEY/PALMVIEW ELEMENTARY,83,40
5,50,PALM BEACH,421,PALM BEACH PUBLIC SCHOOL,58,71
5,50,PALM BEACH,481,WEST GATE ELEMENTARY SCHOOL,103,46
5,50,PALM BEACH,531,BELVEDERE ELEMENTARY SCHOOL,93,51
5,50,PALM BEACH,561,PALMETTO ELEMENTARY SCHOOL,97,43
5,50,PALM BEACH,572,SOUTH OLIVE ELEMENTARY SCHOOL,98,70
5,50,PALM BEACH,591,MEADOW PARK ELEMENTARY SCHOOL,99,55
5,50,PALM BEACH,601,BERKSHIRE ELEMENTARY SCHOOL,156,49
5,50,PALM BEACH,621,FOREST HILL ELEMENTARY SCHOOL,117,43
5,50,PALM BEACH,631,GREENACRES ELEMENTARY SCHOOL,95,48
5,50,PALM BEACH,642,DAYSTAR ACADEMY OF EXCEL CHART,12,8
5,50,PALM BEACH,651,PALM SPRINGS ELEMENTARY SCHOOL,122,35
5,50,PALM BEACH,661,MARSH POINTE ELEMENTARY,127,87
5,50,PALM BEACH,664,ACADEMY FOR POSITIVE LEARNING,9,-1
5,50,PALM BEACH,671,HIGHLAND ELEMENTARY SCHOOL,120,33
5,50,PALM BEACH,681,NORTH GRADE ELEMENTARY SCHOOL,136,63
5,50,PALM BEACH,741,BARTON ELEMENTARY SCHOOL,106,43
5,50,PALM BEACH,751,LANTANA ELEMENTARY SCHOOL,81,25
5,50,PALM BEACH,771,STARLIGHT COVE ELEMENTARY SCHOOL,134,34
5,50,PALM BEACH,781,ROLLING GREEN ELEMENTARY SCHOOL,108,43
5,50,PALM BEACH,791,POINCIANA ELEMENTARY SCHOOL,87,57
5,50,PALM BEACH,821,GALAXY ELEMENTARY SCHOOL,83,37
5,50,PALM BEACH,831,FOREST PARK ELEMENTARY SCHOOL,78,23
5,50,PALM BEACH,871,PLUMOSA SCHOOL OF THE ARTS,87,44
5,50,PALM BEACH,881,S. D. SPADY ELEMENTARY SCHOOL,65,51
5,50,PALM BEACH,911,PINE GROVE ELEMENTARY SCHOOL,87,45
5,50,PALM BEACH,931,J. C. MITCHELL ELEMENTARY SCHOOL,107,75
5,50,PALM BEACH,951,BOCA RATON ELEMENTARY SCHOOL,72,46
5,50,PALM BEACH,1101,PAHOKEE ELEMENTARY SCHOOL,52,29
5,50,PALM BEACH,1241,GOVE ELEMENTARY SCHOOL,116,31
5,50,PALM BEACH,1251,GLADE VIEW ELEMENTARY SCHOOL,40,40
5,50,PALM BEACH,1321,ROSENWALD ELEMENTARY SCHOOL,32,25
5,50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,145,61
5,50,PALM BEACH,1401,WEST RIVIERA ELEMENTARY SCHOOL,88,40
5,50,PALM BEACH,1411,GROVE PARK ELEMENTARY SCHOOL,90,38
5,50,PALM BEACH,1421,HAGEN ROAD ELEMENTARY SCHOOL,111,55
5,50,PALM BEACH,1441,MELALEUCA ELEMENTARY SCHOOL,112,44
5,50,PALM BEACH,1451,ADDISON MIZNER ELEMENTARY SCHOOL,151,82
5,50,PALM BEACH,1531,CLIFFORD O TAYLOR/KIRKLANE ELE,166,39
5,50,PALM BEACH,1541,DWIGHT D. EISENHOWER ELEM.,49,49
5,50,PALM BEACH,1651,JERRY THOMAS ELEMENTARY SCHOOL,171,70
5,50,PALM BEACH,1661,VERDE ELEMENTARY SCHOOL,130,72
5,50,PALM BEACH,1671,WELLINGTON ELEMENTARY SCHOOL,111,55
5,50,PALM BEACH,1711,SEMINOLE TRAILS ELEMENTARY SCHOOL,103,49
5,50,PALM BEACH,1741,DEL PRADO ELEMENTARY SCHOOL,169,73
5,50,PALM BEACH,1761,H. L. JOHNSON ELEMENTARY SCHOOL,150,80
5,50,PALM BEACH,1781,WHISPERING PINES ELEMENTARY SCHOOL,139,76
5,50,PALM BEACH,1811,CORAL SUNSET ELEMENTARY SCHOOL,110,49
5,50,PALM BEACH,1831,K. E. CUNNINGHAM/CANAL POINT ELEMEN,41,27
5,50,PALM BEACH,1861,INDIAN PINES ELEMENTARY SCHOOL,132,41
5,50,PALM BEACH,1871,LIBERTY PARK ELEMENTARY SCHOOL,136,40
5,50,PALM BEACH,1891,BANYAN CREEK ELEMENTARY SCHOOL,135,69
5,50,PALM BEACH,1901,LOXAHATCHEE GROVES ELEMENTARY,58,55
5,50,PALM BEACH,1911,CALUSA ELEMENTARY SCHOOL,168,73
5,50,PALM BEACH,1941,CYPRESS TRAILS ELEMENTARY SCHOOL,115,60
5,50,PALM BEACH,1951,MORIKAMI PARK ELEMENTARY SCHOOL,137,85
5,50,PALM BEACH,1961,SANDPIPER SHORES ELEM. SCHOOL,114,74
5,50,PALM BEACH,2011,TIMBER TRACE ELEMENTARY SCHOOL,139,79
5,50,PALM BEACH,2031,LIMESTONE CREEK ELEMENTARY SCHOOL,156,75
5,50,PALM BEACH,2051,NEW HORIZONS ELEMENTARY SCHOOL,94,62
5,50,PALM BEACH,2071,CITRUS COVE ELEMENTARY SCHOOL,147,76
5,50,PALM BEACH,2081,HAMMOCK POINTE ELEMENTARY SCHOOL,134,53
5,50,PALM BEACH,2091,JUPITER FARMS ELEMENTARY SCHOOL,81,94
5,50,PALM BEACH,2101,EGRET LAKE ELEMENTARY SCHOOL,92,46
5,50,PALM BEACH,2121,CRYSTAL LAKES ELEMENTARY SCHOOL,107,51
5,50,PALM BEACH,2141,ACREAGE PINES ELEMENTARY SCHOOL,74,58
5,50,PALM BEACH,2161,PANTHER RUN ELEMENTARY SCHOOL,128,88
5,50,PALM BEACH,2241,MANATEE ELEMENTARY SCHOOL,198,74
5,50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,90,31
5,50,PALM BEACH,2371,PIONEER PARK ELEMENTARY SCHOOL,58,17
5,50,PALM BEACH,2401,BELLE GLADE ELEMENTARY SCHOOL,67,27
5,50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,7,-1
5,50,PALM BEACH,2421,GOLDEN GROVE ELEMENTARY SCHOOL,100,83
5,50,PALM BEACH,2431,SOUTH GRADE ELEMENTARY SCHOOL,73,42
5,50,PALM BEACH,2491,DR. MARY MCLEOD BETHUNE ELEM.,71,17
5,50,PALM BEACH,2541,BEACON COVE INTERMEDIATE SCHOOL,318,82
5,50,PALM BEACH,2551,FRONTIER ELEMENTARY SCHOOL,105,87
5,50,PALM BEACH,2561,BINKS FOREST ELEMENTARY SCHOOL,198,89
5,50,PALM BEACH,2571,HERITAGE ELEMENTARY SCHOOL,135,37
5,50,PALM BEACH,2581,CORAL REEF ELEMENTARY SCHOOL,154,77
5,50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOOL,38,37
5,50,PALM BEACH,2641,LAKESIDE ACADEMY,14,0
5,50,PALM BEACH,2661,JOSEPH LITTLES-NGUZO SABA,18,6
5,50,PALM BEACH,2671,FREEDOM SHORES ELEMENTARY SCHOOL,133,66
5,50,PALM BEACH,2691,SUNRISE PARK ELEMENTARY SCHOOL,173,71
5,50,PALM BEACH,2721,DISCOVERY KEY ELEMENTARY SCHOOL,131,76
5,50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,122,42
5,50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SCHOOL,99,63
5,50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHOOL,107,49
5,50,PALM BEACH,2761,CHOLEE LAKE ELEMENTARY SCHOOL,145,51
5,50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY,91,48
5,50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART SARA J,55,11
5,50,PALM BEACH,2861,PIERCE HAMMOCK ELEMENTARY SCHOOL,110,65
5,50,PALM BEACH,2911,WESTERN ACADEMY CHARTER SCHOOL,46,78
5,50,PALM BEACH,3024,HIGHRIDGE FAMILY CENTER,3,-1
5,50,PALM BEACH,3261,DIAMOND VIEW ELEMENTARY SCHOOL,139,46
5,50,PALM BEACH,3341,EQUESTRIAN TRAILS ELEMENTARY,140,81
5,50,PALM BEACH,3351,GRASSY WATERS ELEMENTARY SCHOOL,123,42
5,50,PALM BEACH,3361,ELBRIDGE GALE ELEMENTARY SCHOOL,167,69
5,50,PALM BEACH,3381,IMAGINE SCHOOLS CHANCELLOR CAMPUS,114,62
5,50,PALM BEACH,3382,GLADES ACADEMY ELEMENTARY SCHOOL IN,17,6
5,50,PALM BEACH,3384,HOPE LEARNING COMMUNITY OF RIVIERA,5,-1
5,50,PALM BEACH,3385,BRIGHT FUTURES ACADEMY,82,52
5,50,PALM BEACH,3392,CHARTER SCHOOL OF BOYNTON BEACH,65,17
5,50,PALM BEACH,3394,MONTESSORI ACADEMY OF EARLY ENRICHM,16,44
5,50,PALM BEACH,3395,JFK MEDICAL CENTER CHARTER SCHOOL,63,68
5,50,PALM BEACH,3413,SOMERSET ACADEMY BOCA EAST,27,56
5,50,PALM BEACH,3431,RENAISSANCE CHARTER SCHL WEST PALM,70,30
5,50,PALM BEACH,3941,BEN GAMLA-PALM BEACH,25,80
5,50,PALM BEACH,3961,GARDENS SCHOOL OF TECHNOLOGY ARTS I,20,50
5,50,PALM BEACH,4000,RENAISSANCE CHART SCH AT PALMS WEST,59,39
5,50,PALM BEACH,4002,RENAISSANCE CHARTER SCH AT SUMMIT,70,46
5,50,PALM BEACH,4020,FRANKLIN ACADEMY CHARTER SCHOOL B,152,49
5,50,PALM BEACH,4040,FL VIRTUAL ACAD AT PALM BCH COUNTY,9,-1
5,50,PALM BEACH,7001,PALM BEACH VIRTUAL,8,-1
5,51,PASCO,21,RODNEY B. COX ELEMENTARY SCHOOL,53,15
5,51,PASCO,32,TRINITY ELEMENTARY SCHOOL,90,78
5,51,PASCO,59,DENHAM OAKS ELEMENTARY SCHOOL,125,56
5,51,PASCO,60,CHESTER W. TAYLOR JR. ELEMENTARY S,77,42
5,51,PASCO,61,PASCO ELEMENTARY SCHOOL,114,39
5,51,PASCO,65,JAMES M. MARLOWE ELEM. SCHOOL,62,34
5,51,PASCO,70,CHASCO ELEMENTARY SCHOOL,109,33
5,51,PASCO,72,SUNRAY ELEMENTARY SCHOOL,75,44
5,51,PASCO,82,OAKSTEAD ELEMENTARY SCHOOL,193,74
5,51,PASCO,83,GULF HIGHLANDS ELEMENTARY SCHOOL,69,32
5,51,PASCO,84,DOUBLE BRANCH ELEMENTARY SCHOOL,150,57
5,51,PASCO,85,TRINITY OAKS ELEMENTARY SCHOOL,120,72
5,51,PASCO,91,WEST ZEPHYRHILLS ELEM. SCHOOL,103,38
5,51,PASCO,92,NEW RIVER ELEMENTARY SCHOOL,106,48
5,51,PASCO,93,GULF TRACE ELEMENTARY SCHOOL,88,41
5,51,PASCO,103,CREWS LAKE MIDDLE SCHOOL,74,62
5,51,PASCO,110,VETERANS ELEMENTARY SCHOOL,136,77
5,51,PASCO,112,WATERGRASS ELEMENTARY SCHOOL,109,58
5,51,PASCO,117,ODESSA ELEMENTARY SCHOOL,107,64
5,51,PASCO,132,WOODLAND ELEMENTARY SCHOOL,138,47
5,51,PASCO,201,CONNERTON ELEMENTARY SCHOOL,141,57
5,51,PASCO,211,MITTYE P. LOCKE ELEMENTARY SCHOOL,89,53
5,51,PASCO,251,SAN ANTONIO ELEMENTARY SCHOOL,97,46
5,51,PASCO,271,RICHEY ELEMENTARY SCHOOL,90,34
5,51,PASCO,301,HUDSON ELEMENTARY SCHOOL,121,36
5,51,PASCO,311,COTEE RIVER ELEMENTARY SCHOOL,84,38
5,51,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,38,53
5,51,PASCO,341,SCHRADER ELEMENTARY SCHOOL,79,49
5,51,PASCO,351,FOX HOLLOW ELEMENTARY SCHOOL,88,43
5,51,PASCO,401,CENTENNIAL ELEMENTARY SCHOOL,97,40
5,51,PASCO,411,SEVEN SPRINGS ELEMENTARY SCHOOL,86,36
5,51,PASCO,421,DEER PARK ELEMENTARY SCHOOL,104,61
5,51,PASCO,451,DR. MARY GIELLA ELEMENTARY SCHOOL,112,40
5,51,PASCO,501,NORTHWEST ELEMENTARY SCHOOL,84,37
5,51,PASCO,701,CYPRESS ELEMENTARY SCHOOL,130,48
5,51,PASCO,901,ANCLOTE ELEMENTARY SCHOOL,94,35
